"wav_filename","normalized_wav_key","dtl_path","line_number","dialog_snippet","confidence","ratio","second_ratio","notes"
"194wewillstart.wav","wewillstart","intro_sequence.dtl","312","-We will start by infusing discipline in you like seeding a boiling syrup.","prefix","","",""
"276whatdoido.wav","whatdoido","intro_sequence.dtl","442","What do I do??","exact","","",""
"270whatifileteveryonedown.wav","whatifileteveryonedown","intro_sequence.dtl","431","What if I let everyone down?","exact","","",""
"271whatifiletmyselfdown.wav","whatifiletmyselfdown","intro_sequence.dtl","434","What if I let myself down...?","exact","","",""
"70whatifthey.wav","whatifthey","intro_sequence.dtl","119","What if they don't like me??","prefix","","",""
"210whatwasup.wav","whatwasup","intro_sequence.dtl","335","What was up with that lady though?","prefix","","",""
"6whichmakesme.wav","whichmakesme","intro_sequence.dtl","13","Which makes me a pisces!","prefix","","",""
"222whomanagedto.wav","whomanagedto","intro_sequence.dtl","354","Who managed to land a job at the most prestigious confectionery in Starlight City on her very first try!","prefix","","",""
"128withafashion.wav","withafashion","day_0.dtl","227","Oh, and fair warning, Madame Sweets enchants all of the surfaces in the confectionery.","subsequence","","",""
"135withafashion.wav","withafashion","day_0.dtl","701","(Looking up from a financial ledger with a firm, practical expression, his reading glasses perched on the end of his nose).","subsequence","","",""
"132wouldyoulike.wav","wouldyoulike","intro_sequence.dtl","233","Would you like to try a sample before you purchase, young miss?","prefix","","",""
"27yesdad.wav","yesdad","intro_sequence.dtl","45","Y...yes Dad?","substring","","",""
"204yesmaam.wav","yesmaam","intro_sequence.dtl","326","Yes, Ma'am!","exact","","",""
"150yesmadame.wav","yesmadame","day_0.dtl","105","Yes, Madame Sweets!","prefix","","",""
"160youalsohave.wav","youalsohave","intro_sequence.dtl","270","You also have ink-or perhaps food coloring-smudged on your wrist.","prefix","","",""
"245youdreallydo.wav","youdreallydo","intro_sequence.dtl","393","You'd really do that?!","prefix","","",""
"254youhavetohold.wav","youhavetohold","intro_sequence.dtl","406","You have to hold this job down to pay the monthly rent.","prefix","","",""
"174youhavetoprove.wav","youhavetoprove","intro_sequence.dtl","287","You have to prove you can follow the recipe of true success.","prefix","","",""
"189youlackfocus.wav","youlackfocus","intro_sequence.dtl","306","You're...messy...you lack focus...","substring","","",""
"49youneed.wav","youneed","intro_sequence.dtl","88","You need a steady job.","prefix","","",""
"183yourelookingfor.wav","yourelookingfor","intro_sequence.dtl","301","You're looking for someone more experienced...","prefix","","",""
"188youremessy.wav","youremessy","day_0.dtl","646","Here is your daily pay of 1000 gold pieces. Deflecting blame has cost you any chance of earning a bonus.","subsequence","","",""
"242yourmomandi.wav","yourmomandi","intro_sequence.dtl","389","Your mom and I have decided to cover the security deposit and first month's rent for an apartment near the shop.","prefix","","",""
"155yourpresentation.wav","yourpresentation","intro_sequence.dtl","263","Your presentation is chaotic at best.","prefix","","",""
"85yourright.wav","yourright","intro_sequence.dtl","299","R...Right.","substring","","",""
"200yourshiftstarts.wav","yourshiftstarts","intro_sequence.dtl","320","Your shift starts at 5AM tomorrow morning.","prefix","","",""
"47youvebeenspending.wav","youvebeenspending","intro_sequence.dtl","84","You've been spending more time shopping for sweets, outfits and fidget toys than you have been applying for jobs.","prefix","","",""
"83youveprepared.wav","youveprepared","intro_sequence.dtl","140","You've prepared enough, okay?","prefix","","",""
"146youwont.wav","youwont","intro_sequence.dtl","227","You won't find another comparable.","prefix","","",""
